scenario,fiducial_clean_hours,comparison_clean_hours,fiducial_penalty,comparison_penalty,relative_penalty_shift_pct,fiducial_worst_da_bin,fiducial_worst_da_z_lo,fiducial_worst_da_z_hi,fiducial_worst_da_penalty,comparison_worst_da_bin,comparison_worst_da_z_lo,comparison_worst_da_z_hi,comparison_worst_da_penalty
legacy_rate_table,397.23370392547514,409.54186156721124,1.0528838431445957,1.0536119622047893,0.06915473771720304,6,1.4021572058823528,1.5065988235294117,1.6745002656083738,8,1.6110404411764705,1.7154820588235293,1.5184215926961975
uniform50_dtv,397.23370392547514,409.54186156721124,1.2610235952800775,1.2641632462508763,0.24897638573539993,9,1.7154820588235293,1.8199236764705882,2.000000000000769,7,1.5065988235294117,1.6110404411764705,1.9999999999998792
uniform97_dtv,397.23370392547514,409.54186156721124,1.4939981640391524,1.5106585876782888,1.1151569018059249,7,1.5065988235294117,1.6110404411764705,33.33333333340616,8,1.6110404411764705,1.7154820588235293,33.333333333402926
