# 087bb88aa1dda9cdfed7d1558d5a4c2ab8056c1288aab0fb24fe21f4f82d4670#
# baonoise-meta {"cosmology":{"N_eff":3.046,"h":0.6832,"mnu":0.06,"ns":0.9742,"ombh2":0.022506,"omch2":0.11755,"omnuh2":0.000644883920894239,"sigma_8":0.8117},"data_sha256":"468d0f6b5dc2a91da3fafb72822b8bedb754c8f822c6c072aae47f7c1a343623","format":"baonoise-pk-v2","generator":{"package":"camb","version":"2.0.4"},"settings":{"As":2.1e-09,"accurate_massive_neutrino_transfers":false,"kmax_h_mpc":20.0,"minkh_h_mpc":0.0001,"neutrino_input":"omnuh2_active","nonlinear":false,"npoints":1400,"redshift":0.0,"tau":0.06}}
5.797336845915362219e-03 6.701918025774048874e+04
5.848139070117133916e-03 6.729742271683455328e+04
5.899386475624116000e-03 6.757416479472846549e+04
5.951082963572494264e-03 6.784936234267067630e+04
6.003232469284199881e-03 6.812297210011661809e+04
6.055838962566503086e-03 6.839495067461539293e+04
6.108906448014219358e-03 6.866525451353889366e+04
6.162438965314518541e-03 6.893383991265046643e+04
6.216440589554486119e-03 6.920066029587562662e+04
6.270915431531287436e-03 6.946565093732748937e+04
6.325867638065124816e-03 6.972873939970073116e+04
6.381301392314913008e-03 6.998985269321365922e+04
6.437220914096688541e-03 7.024891731305283611e+04
6.493630460204854495e-03 7.050585926650179317e+04
6.550534324736238118e-03 7.076061031008159625e+04
6.607936839416937019e-03 7.101311900408366637e+04
6.665842373932104846e-03 7.126333673387017916e+04
6.724255336258548946e-03 7.151121482914687658e+04
6.783180173000303084e-03 7.175670457606037962e+04
6.842621369727135312e-03 7.199975698136816209e+04
6.902583451315958026e-03 7.224031421657641476e+04
6.963070982295335373e-03 7.247830731905470020e+04
7.024088567192897196e-03 7.271366638180229347e+04
7.085640850885885009e-03 7.294632125681437901e+04
7.147732518954742417e-03 7.317620157625555294e+04
7.210368298039760392e-03 7.340323746098135598e+04
7.273552956200936108e-03 7.362736584159426275e+04
7.337291303280892713e-03 7.384852765513755730e+04
7.401588191271034345e-03 7.406666389573889319e+04
7.466448514680921675e-03 7.428171558340615593e+04
7.531877210910821983e-03 7.449362378290797642e+04
7.597879260627572566e-03 7.470232727207883727e+04
7.664459688143760059e-03 7.490775530919649464e+04
7.731623561800128087e-03 7.510983468901849119e+04
7.799375994351465634e-03 7.530849218068171467e+04
7.867722143355749750e-03 7.550365455464103434e+04
7.936667211566779401e-03 7.569524863234338409e+04
8.006216447330256197e-03 7.588320326126886357e+04
8.076375144983249585e-03 7.606745088594178378e+04
8.147148645257281524e-03 7.624792447459581308e+04
8.218542335684831182e-03 7.642455719070039049e+04
8.290561651009475605e-03 7.659728241964540211e+04
8.363212073599624735e-03 7.676603348247852409e+04
8.436499133865807409e-03 7.693073874455540499e+04
8.510428410681700889e-03 7.709132250390974514e+04
8.585005531808824128e-03 7.724770918244677887e+04
8.660236174324901712e-03 7.739982348837901372e+04
8.736126065056080622e-03 7.754759045049965789e+04
8.812680981012809001e-03 7.769093573117519554e+04
8.889906749829656202e-03 7.782978707576701709e+04
8.967809250208928426e-03 7.796407330408866983e+04
9.046394412368130231e-03 7.809372371555436985e+04
9.125668218491466213e-03 7.821866812280006707e+04
9.205636703185162556e-03 7.833883688230620464e+04
9.286305953936863436e-03 7.845415902606601594e+04
9.367682111579060666e-03 7.856455931203486398e+04
9.449771370756516672e-03 7.866996234783518594e+04
9.532579980397828251e-03 7.877029339708382031e+04
9.616114244191157137e-03 7.886547842077471432e+04
9.700380521064025027e-03 7.895544413124788844e+04
9.785385225667450615e-03 7.904011840019107331e+04
9.871134828864184044e-03 7.911943036539295281e+04
9.957635858221333680e-03 7.919331005849348730e+04
1.004489489850728459e-02 7.926168842239020159e+04
1.013291859219289139e-02 7.932449735364413937e+04
1.022171363995720735e-02 7.938166940329500358e+04
1.031128680119748793e-02 7.943313498490961501e+04
1.040164489454378435e-02 7.947882386143354233e+04
1.049279479837801274e-02 7.951866689455950109e+04
1.058474345135750755e-02 7.955259610870394681e+04
1.067749785294329172e-02 7.958054473801216227e+04
1.077106506393282412e-02 7.960244706152493018e+04
1.086545220699753310e-02 7.961823786375856434e+04
1.096066646722504076e-02 7.962785309195316222e+04
1.105671509266606921e-02 7.963123009183154500e+04
1.115360539488620406e-02 7.962830765556474216e+04
1.125134474952251863e-02 7.961902605693422083e+04
1.134994059684495300e-02 7.960332619989811792e+04
1.144940044232278624e-02 7.958114907247408701e+04
1.154973185719590165e-02 7.955243716248286364e+04
1.165094247905116946e-02 7.951713464805341209e+04
1.175304001240387239e-02 7.947518744659426739e+04
1.185603222928413580e-02 7.942654324560779787e+04
1.195992696982864714e-02 7.937115130073642649e+04
1.206473214287739383e-02 7.930896254573436454e+04
1.217045572657575112e-02 7.923992984250419249e+04
1.227710576898183650e-02 7.916400803388295753e+04
1.238469038867908573e-02 7.908115399052239081e+04
1.249321777539432084e-02 7.899132670820900239e+04
1.260269619062118381e-02 7.889448758812737651e+04
1.271313396824898939e-02 7.879060029392453725e+04
1.282453951519718464e-02 7.867963069572715904e+04
1.293692131205526064e-02 7.856154691313231888e+04
1.305028791372835582e-02 7.843631935870891903e+04
1.316464795008849900e-02 7.830392113421202521e+04
1.328001012663149703e-02 7.816432855762282270e+04
1.339638322513969464e-02 7.801752047343592858e+04
1.351377610435041364e-02 7.786347816636229982e+04
1.363219770063032847e-02 7.770218539747605973e+04
1.375165702865578828e-02 7.753362851578720438e+04
1.387216318209894689e-02 7.735779847979714395e+04
1.399372533432011352e-02 7.717469105256484181e+04
1.411635273906596856e-02 7.698430467526098073e+04
1.424005473117403824e-02 7.678664037851698231e+04
1.436484072728331889e-02 7.658170180687602260e+04
1.449072022655104736e-02 7.636949572544208786e+04
1.461770281137583262e-02 7.615003566598863108e+04
1.474579814812715557e-02 7.592333986105838267e+04
1.487501598788110169e-02 7.568942917170011788e+04
1.500536616716276368e-02 7.544832708194227598e+04
1.513685860869493950e-02 7.520005970817993511e+04
1.526950332215352632e-02 7.494465762114884274e+04
1.540331040492952039e-02 7.468216032634895237e+04
1.553829004289759494e-02 7.441261123397351184e+04
1.567445251119156321e-02 7.413605626118161308e+04
1.581180817498650110e-02 7.385254382447240641e+04
1.595036749028779302e-02 7.356212492370470136e+04
1.609014100472712719e-02 7.326485855229810113e+04
1.623113935836534641e-02 7.296081456094131863e+04
1.637337328450243906e-02 7.265006573385310185e+04
1.651685361049464590e-02 7.233268702482906519e+04
1.666159125857857512e-02 7.200875552707453608e+04
1.680759724670275249e-02 7.167835114107832487e+04
1.695488268936625256e-02 7.134156531486846507e+04
1.710345879846481010e-02 7.099849816266518610e+04
1.725333688414436989e-02 7.064925161640306760e+04
1.740452835566192596e-02 7.029392922113309032e+04
1.755704472225417742e-02 6.993263608341009240e+04
1.771089759401354644e-02 6.956548196948226541e+04
1.786609868277200253e-02 6.919259430901368614e+04
1.802265980299268613e-02 6.881410674653845490e+04
1.818059287266913029e-02 6.843015371947860694e+04
1.833990991423265632e-02 6.804087038209535240e+04
1.850062305546742655e-02 6.764639257081827964e+04
1.866274453043371626e-02 6.724686449081143655e+04
1.882628668039925887e-02 6.684244782442071300e+04
1.899126195477861614e-02 6.643330635654751677e+04
1.915768291208091306e-02 6.601960354090019246e+04
1.932556222086589601e-02 6.560150241241142794e+04
1.949491266070816839e-02 6.517916617259831401e+04
1.966574712317019358e-02 6.475277334318355133e+04
1.983807861278348225e-02 6.432251748939679965e+04
2.001192024803863725e-02 6.388859126431303594e+04
2.018728526238399226e-02 6.345118556967575569e+04
2.036418700523290326e-02 6.301048946421532310e+04
2.054263894298006751e-02 6.256669310337185016e+04
2.072265466002652309e-02 6.212000814087507752e+04
2.090424785981379735e-02 6.167065442852260458e+04
2.108743236586710368e-02 6.121884860633162316e+04
2.127222212284754499e-02 6.076480395009239874e+04
2.145863119761367080e-02 6.030873029433960619e+04
2.164667378029237060e-02 5.985084237533199484e+04
2.183636418535890925e-02 5.939137815072726517e+04
2.202771685272681551e-02 5.893057625953587558e+04
2.222074634884688149e-02 5.846867036084159918e+04
2.241546736781614355e-02 5.800588907833459234e+04
2.261189473249645976e-02 5.754245627796941699e+04
2.281004339564277755e-02 5.707860678411299887e+04
2.300992844104151475e-02 5.661459278007542889e+04
2.321156508465867588e-02 5.615066176521326270e+04
2.341496867579821034e-02 5.568705469951716805e+04
2.362015469827048048e-02 5.522400599961292028e+04
2.382713877157088128e-02 5.476174535063333315e+04
2.403593665206885110e-02 5.430051804500400613e+04
2.424656423420741558e-02 5.384057693320140970e+04
2.445903755171295255e-02 5.338216736522105930e+04
2.467337277881591351e-02 5.292552695759988273e+04
2.488958623148193258e-02 5.247088565834042674e+04
2.510769436865388504e-02 5.201847031320437236e+04
2.532771379350489543e-02 5.156852152401856438e+04
2.554966125470207669e-02 5.112127795953111490e+04
2.577355364768165250e-02 5.067696987431973685e+04
2.599940801593497025e-02 5.023581923874508357e+04
2.622724155230595627e-02 4.979803991791079170e+04
2.645707160029997854e-02 4.936384348528026749e+04
2.668891565540394001e-02 4.893344514794522547e+04
2.692279136641825832e-02 4.850705327411170583e+04
2.715871653680023215e-02 4.808486810367333965e+04
2.739670912601933558e-02 4.766708194737347367e+04
2.763678725092445429e-02 4.725387944205164240e+04
2.787896918712285538e-02 4.684543873511987476e+04
2.812327337037144950e-02 4.644193161619247985e+04
2.836971839798027931e-02 4.604352278177600238e+04
2.861832303022803295e-02 4.565037002900715743e+04
2.886910619179034951e-02 4.526262449400724290e+04
2.912208697318023620e-02 4.488042864367996663e+04
2.937728463220140931e-02 4.450390269614146382e+04
2.963471859541434369e-02 4.413315451052776189e+04
2.989440845961486778e-02 4.376828706656666327e+04
3.015637399332621316e-02 4.340939871662789665e+04
3.042063513830363386e-02 4.305658340138485801e+04
3.068721201105255661e-02 4.270992165990670037e+04
3.095612490435996345e-02 4.236946286271451390e+04
3.122739428883904156e-02 4.203524868524717749e+04
3.150104081448749926e-02 4.170731854513787403e+04
3.177708531225965916e-02 4.138570976328298275e+04
3.205554879565194332e-02 4.107045684497437469e+04
3.233645246230275327e-02 4.076155546586205310e+04
3.261981769560591549e-02 4.045895110044277681e+04
3.290566606633850422e-02 4.016258679000876873e+04
3.319401933430300711e-02 3.987240675814052520e+04
3.348489944998356282e-02 3.958835642513222410e+04
3.377832855621711733e-02 3.931037751978328743e+04
3.407432898987883957e-02 3.903835812354233349e+04
3.437292328358253907e-02 3.877215467284735496e+04
3.467413416739605764e-02 3.851162678371435322e+04
3.497798457057130911e-02 3.825663768248318229e+04
3.528449762329003564e-02 3.800705408639424422e+04
3.559369665842427449e-02 3.776272824678329926e+04
3.590560521331270100e-02 3.752343709246462822e+04
3.622024703155243136e-02 3.728894123139502335e+04
3.653764606480627841e-02 3.705900714461917960e+04
3.685782647462615413e-02 3.683340694795160380e+04
3.718081263429241085e-02 3.661191770027728489e+04
3.750662913066902387e-02 3.639426731315528014e+04
3.783530076607544146e-02 3.618008595613708167e+04
3.816685256017446348e-02 3.596900051766735851e+04
3.850130975187686377e-02 3.576064633106518886e+04
3.883869780126281146e-02 3.555466689904688246e+04
3.917904239151972362e-02 3.535071499209009198e+04
3.952236943089764559e-02 3.514847632878576405e+04
3.986870505468123604e-02 3.494766604575303063e+04
4.021807562717936990e-02 3.474800636926495645e+04
4.057050774373221341e-02 3.454922570893723605e+04
4.092602823273552154e-02 3.435105857981214649e+04
4.128466415768304587e-02 3.415321750993005844e+04
4.164644281922677549e-02 3.395523551735067304e+04
4.201139175725494140e-02 3.375658078967897018e+04
4.237953875298872825e-02 3.355673412246334919e+04
4.275091183109680504e-02 3.335518929563245183e+04
4.312553926182881303e-02 3.315145329237640544e+04
4.350344956316748446e-02 3.294504490182411246e+04
4.388467150299929509e-02 3.273549211802235004e+04
4.426923410130462200e-02 3.252233658870078216e+04
4.465716663236665718e-02 3.230513494721009556e+04
4.504849862699993740e-02 3.208345937339043667e+04
4.544325987479847645e-02 3.185689881865338612e+04
4.584148042640321524e-02 3.162508117328931985e+04
4.624319059578966412e-02 3.138767893580456439e+04
4.664842096257570958e-02 3.114438306837960045e+04
4.705720237434908582e-02 3.089490185473813835e+04
4.746956594901598214e-02 3.063896159404656282e+04
4.788554307716953728e-02 3.037631746715619738e+04
4.830516542447951811e-02 3.010684775017629363e+04
4.872846493410299545e-02 2.983050749740039828e+04
4.915547382911559376e-02 2.954726661650532697e+04
4.958622461496485501e-02 2.925710933558949546e+04
5.002075008194435679e-02 2.896003445566652226e+04
5.045908330768987538e-02 2.865608025413534415e+04
5.090125765969759353e-02 2.834539980764482243e+04
5.134730679786379814e-02 2.802818147615054841e+04
5.179726467704760112e-02 2.770462179963538438e+04
5.225116554965532345e-02 2.737492526689113947e+04
5.270904396824805521e-02 2.703930514817433141e+04
5.317093478817213476e-02 2.669808125222861781e+04
5.363687317021210293e-02 2.635175119618009558e+04
5.410689458326740919e-02 2.600082277387909926e+04
5.458103480705265437e-02 2.564579407382168938e+04
5.505932993482083593e-02 2.528715272887282845e+04
5.554181637611133038e-02 2.492538256507132974e+04
5.602853085952122503e-02 2.456107845926444861e+04
5.651951043550124815e-02 2.419491688090086609e+04
5.701479247917647097e-02 2.382755052125034490e+04
5.751441469319101135e-02 2.345960451058412946e+04
5.801841511057848760e-02 2.309167607221739308e+04
5.852683209765689731e-02 2.272436143119003100e+04
5.903970435694939900e-02 2.235839151067179773e+04
5.955707093013053177e-02 2.199451839301257132e+04
6.007897120099801869e-02 2.163345006167497922e+04
6.060544489847084770e-02 2.127585096289285502e+04
6.113653209961381063e-02 2.092234358154314032e+04
6.167227323268791722e-02 2.057357809330549571e+04
6.221270908022839830e-02 2.023028669601772344e+04
6.275788078214876442e-02 1.989316342657574205e+04
6.330782983887274507e-02 1.956285180552953170e+04
6.386259811449364332e-02 1.923994728424410641e+04
6.442222783996072455e-02 1.892499987604230773e+04
6.498676161629443615e-02 1.861851416357162452e+04
6.555624241782906370e-02 1.832092359856303301e+04
6.613071359548407246e-02 1.803260712044612592e+04
6.671021888006452294e-02 1.775391293890301677e+04
6.729480238558942229e-02 1.748516174566387417e+04
6.788450861265044045e-02 1.722664961769438378e+04
6.847938245179896466e-02 1.697864711992309458e+04
6.907946918696354632e-02 1.674128339129881715e+04
6.968481449889726842e-02 1.651453351329361249e+04
7.029546446865468645e-02 1.629836492867973539e+04
7.091146558109995279e-02 1.609274748469456972e+04
7.153286472844558319e-02 1.589765454467853306e+04
7.215970921382157399e-02 1.571305035792352646e+04
7.279204675487681298e-02 1.553861515356186464e+04
7.342992548741116010e-02 1.537377306516691897e+04
7.407339396903969697e-02 1.521796708821830362e+04
7.472250118288954746e-02 1.507066810393007654e+04
7.537729654132804824e-02 1.493137260250461441e+04
7.603782988972472567e-02 1.479954607415820101e+04
7.670415151024528866e-02 1.467437667992400384e+04
7.737631212567946948e-02 1.455498057782258002e+04
7.805436290330239335e-02 1.444050522367020130e+04
7.873835545876926856e-02 1.433012658751777781e+04
7.942834186004471553e-02 1.422303989691780225e+04
8.012437463136659610e-02 1.411832760046346084e+04
8.082650675724380174e-02 1.401497274394397937e+04
8.153479168649033215e-02 1.391198299939691060e+04
8.224928333629331900e-02 1.380839493852529267e+04
8.297003609631777021e-02 1.370327523900457527e+04
8.369710483284702185e-02 1.359576216422698599e+04
8.443054489295891141e-02 1.348507667010323712e+04
8.517041210873951829e-02 1.337047273157909694e+04
8.591676280153287548e-02 1.325123586853557936e+04
8.666965378622848437e-02 1.312669103982628076e+04
8.742914237558656321e-02 1.299632175238808486e+04
8.819528638460034931e-02 1.285976552695798819e+04
8.896814413489759210e-02 1.271669672789992183e+04
8.974777445918019625e-02 1.256682338190511655e+04
9.053423670570244497e-02 1.240992965567485953e+04
9.132759074278928857e-02 1.224612818301200605e+04
9.212789696339326873e-02 1.207568140087030952e+04
9.293521628969203530e-02 1.189886584752422277e+04
9.374961017772626137e-02 1.171597273726233288e+04
9.457114062207719329e-02 1.152747515758317968e+04
9.539987016058677771e-02 1.133414061783881152e+04
9.623586187911742362e-02 1.113674331011228969e+04
9.707917941635485493e-02 1.093602987053415927e+04
9.792988696865248532e-02 1.073278082439229183e+04
9.878804929491791231e-02 1.052803944458823935e+04
9.965373172154316783e-02 1.032287534361584403e+04
1.005270001473770047e-01 1.011828870216929681e+04
1.014079210487416061e-01 9.915234538152095411e+03
1.022965614844932869e-01 9.714802795427802266e+03
1.031929891011267864e-01 9.518100377235366977e+03
1.040972721379248844e-01 9.326144162045193298e+03
1.050094794321533714e-01 9.139859700634038745e+03
1.059296804243005791e-01 8.960042050777676195e+03
1.068579451633641514e-01 8.787388759087356448e+03
1.077943443121827244e-01 8.622536677637725006e+03
1.087389491528154284e-01 8.466032322212100553e+03
1.096918315919682141e-01 8.318120912461072294e+03
1.106530641664672798e-01 8.178919300837215815e+03
1.116227200487813348e-01 8.048536792160620280e+03
1.126008730525911855e-01 7.926976322336792691e+03
1.135875976384089908e-01 7.813887057557528351e+03
1.145829689192467971e-01 7.708866678052248062e+03
1.155870626663337009e-01 7.611536854453959677e+03
1.165999553148842072e-01 7.521316252899119718e+03
1.176217239699170330e-01 7.437352878080063419e+03
1.186524464121239270e-01 7.358818244834434154e+03
1.196922011037914041e-01 7.284892871190931146e+03
1.207410671947729136e-01 7.214597602292068586e+03
1.217991245285141855e-01 7.146916739093584511e+03
1.228664536481316877e-01 7.080871611659795235e+03
1.239431358025430002e-01 7.015471140825450675e+03
1.250292529526526586e-01 6.949700415337099912e+03
1.261248877775905664e-01 6.882578932999264907e+03
1.272301236810061409e-01 6.813206320481667717e+03
1.283450447974176512e-01 6.740849431815884600e+03
1.294697359986159979e-01 6.664837916170934477e+03
1.306042829001264616e-01 6.584575769763467179e+03
1.317487718677251840e-01 6.499727365208847004e+03
1.329032900240140203e-01 6.410078229792262391e+03
1.340679252550528999e-01 6.315479886593972878e+03
1.352427662170494760e-01 6.216163787264747953e+03
1.364279023431081705e-01 6.112580253972952050e+03
1.376234238500385898e-01 6.005195627935816447e+03
1.388294217452221702e-01 5.894701491984029417e+03
1.400459878335411912e-01 5.781927297274989542e+03
1.412732147243661862e-01 5.667679141702974448e+03
1.425111958386063027e-01 5.552932899468075448e+03
1.437600254158209467e-01 5.438746194530298453e+03
1.450197985213929897e-01 5.326088103812974623e+03
1.462906110537663951e-01 5.215746046369744363e+03
1.475725597517454912e-01 5.108385433066112455e+03
1.488657422018594134e-01 5.004647317305382785e+03
1.501702568457911890e-01 4.905303289347288228e+03
1.514862029878706606e-01 4.811123852720033028e+03
1.528136808026342164e-01 4.722636967079220994e+03
1.541527913424509399e-01 4.639827925684629918e+03
1.555036365452141522e-01 4.562594431500798237e+03
1.568663192421022590e-01 4.490744633116112709e+03
1.582409431654056842e-01 4.423979823849137574e+03
1.596276129564239421e-01 4.361978918856284508e+03
1.610264341734314320e-01 4.304148240950143190e+03
1.624375132997121773e-01 4.249786957910105230e+03
1.638609577516667859e-01 4.198156606522061338e+03
1.652968758869881871e-01 4.148385587868232506e+03
1.667453770129110335e-01 4.099619470736588482e+03
1.682065713945324892e-01 4.051041136428529626e+03
1.696805702632055990e-01 4.001870668910706627e+03
1.711674858250067655e-01 3.951428997663487735e+03
1.726674312692778046e-01 3.899214982683251492e+03
1.741805207772412767e-01 3.844804237740551798e+03
1.757068695306936990e-01 3.788007671598236357e+03
1.772465937207722830e-01 3.728758794462758487e+03
1.787998105568003870e-01 3.667141938872127866e+03
1.803666382752105446e-01 3.603419063413434742e+03
1.819471961485437106e-01 3.537924474040727091e+03
1.835416044945301084e-01 3.471184665812875210e+03
1.851499846852470432e-01 3.403752293918832493e+03
1.867724591563588443e-01 3.336259190508150368e+03
1.884091514164372982e-01 3.269345423340826528e+03
1.900601860563626844e-01 3.203662536380491019e+03
1.917256887588093539e-01 3.139856635559717233e+03
1.934057863078117723e-01 3.078447437794469806e+03
1.951006065984166316e-01 3.019812289034015521e+03
1.968102786464187015e-01 2.964217000304040994e+03
1.985349325981815849e-01 2.911760989583137871e+03
2.002746997405448204e-01 2.862437322812346792e+03
2.020297125108187763e-01 2.816021674648729004e+03
2.038001045068650596e-01 2.772225120750036695e+03
2.055860104972675462e-01 2.730634521621851491e+03
2.073875664315910083e-01 2.690807677951794631e+03
2.092049094507290596e-01 2.652238792717081196e+03
2.110381778973459410e-01 2.614428617918020791e+03
2.128875113264063756e-01 2.576900335711481603e+03
2.147530505157981551e-01 2.539215146962148992e+03
2.166349374770506486e-01 2.500999936313725357e+03
2.185333154661442123e-01 2.461961125664971405e+03
2.204483289944142166e-01 2.421951454929919691e+03
2.223801238395541335e-01 2.380930772208786493e+03
2.243288470567111892e-01 2.339012066674361449e+03
2.262946469896801316e-01 2.296409247617827532e+03
2.282776732821973631e-01 2.253447483551063215e+03
2.302780768893312735e-01 2.210499544650095231e+03
2.322960100889741586e-01 2.167963347981204606e+03
2.343316264934324489e-01 2.126190197673839066e+03
2.363850810611226594e-01 2.085487808778478211e+03
2.384565301083663436e-01 2.046110494810406180e+03
2.405461313212880203e-01 2.008249341379656471e+03
2.426540437678213757e-01 1.972000549362343691e+03
2.447804279098168279e-01 1.937380691743045418e+03
2.469254456152552013e-01 1.904325564047822127e+03
2.490892601705721743e-01 1.872664357067806804e+03
2.512720362930870865e-01 1.842159388667809708e+03
2.534739401435403550e-01 1.812510073683617975e+03
2.556951393387448812e-01 1.783412243294912514e+03
2.579358029643440964e-01 1.754579160118212712e+03
2.601961015876839145e-01 1.725794185598608919e+03
2.624762072707953475e-01 1.696902782086347770e+03
2.647762935834950815e-01 1.667820709811529014e+03
2.670965356165971305e-01 1.638536241080488253e+03
2.694371099952395654e-01 1.609096259516077680e+03
2.717981948923329782e-01 1.579596406013838987e+03
2.741799700421221342e-01 1.550179894217820447e+03
2.765826167538665281e-01 1.521029756909094658e+03
2.790063179256452863e-01 1.492351427536668098e+03
2.814512580582782530e-01 1.464331979094154121e+03
2.839176232693699231e-01 1.437117543308720769e+03
2.864056013074798845e-01 1.410782698916525987e+03
2.889153815664129987e-01 1.385333131341955323e+03
2.914471550996379778e-01 1.360717308304916742e+03
2.940011146348287530e-01 1.336844923017056317e+03
2.965774545885389024e-01 1.313612166769437863e+03
2.991763710809994814e-01 1.290902943421525833e+03
3.017980619510471918e-01 1.268586429869802032e+03
3.044427267711874996e-01 1.246530604755758986e+03
3.071105668627853169e-01 1.224623936881705504e+03
3.098017853113884668e-01 1.202795363204071919e+03
3.125165869821910358e-01 1.181033915372202955e+03
3.152551785356263458e-01 1.159385862856290032e+03
3.180177684430972040e-01 1.137926614569738831e+03
3.208045670028487062e-01 1.116736285563997853e+03
3.236157863559749326e-01 1.095884950118094594e+03
3.264516405025686963e-01 1.075434285541490681e+03
3.293123453180100690e-01 1.055440579464618850e+03
3.321981185694025673e-01 1.035948416887022404e+03
3.351091799321491149e-01 1.016976773206723124e+03
3.380457510066722793e-01 9.985038271809911521e+02
3.410080553352874966e-01 9.804655423061828969e+02
3.439963184192172396e-01 9.627843830979268205e+02
3.470107677357561760e-01 9.453941937851188868e+02
3.500516327555900364e-01 9.282509061743835446e+02
3.531191449602633647e-01 9.113291288785623010e+02
3.562135378597972579e-01 8.946074466376455803e+02
3.593350470104700323e-01 8.780696800198132905e+02
3.624839100327455488e-01 8.617197455940937516e+02
3.656603666293626875e-01 8.455915159175871167e+02
3.688646586035806973e-01 8.297359070523472155e+02
3.720970298775889695e-01 8.141932391984245214e+02
3.753577265110742966e-01 7.989769509176952624e+02
3.786469967199488917e-01 7.840792565136189296e+02
3.819650908952502144e-01 7.694913280066089101e+02
3.853122616221995034e-01 7.552091412954673615e+02
3.886887636994268980e-01 7.412196834845043441e+02
3.920948541583723634e-01 7.274899527567836230e+02
3.955307922828488199e-01 7.139789277651503880e+02
3.989968396287809083e-01 7.006613232080053422e+02
4.024932600441132324e-01 6.875380392173036626e+02
4.060203196888995114e-01 6.746221846110968272e+02
4.095782870555612076e-01 6.619172264227403275e+02
4.131674329893242348e-01 6.494196032879822269e+02
4.167880307088409619e-01 6.371350787718722586e+02
4.204403558269864671e-01 6.250848831793219915e+02
4.241246863718368676e-01 6.132785761333946084e+02
4.278413028078382752e-01 6.017044836769563290e+02
4.315904880571545532e-01 5.903518398916962724e+02
4.353725275212020907e-01 5.792104981154420784e+02
4.391877091023801971e-01 5.682708378535484144e+02
4.430363232259840744e-01 5.575242526879679872e+02
4.469186628623146307e-01 5.469662304657915683e+02
4.508350235489774760e-01 5.365939957213261096e+02
4.547857034133845899e-01 5.264048043975585642e+02
4.587710031954470025e-01 5.163959366470213581e+02
4.627912262704655944e-01 5.065646971353779122e+02
4.668466786722295647e-01 4.969084153240402202e+02
4.709376691163109641e-01 4.874244457323645179e+02
4.750645090235626200e-01 4.781101681799956395e+02
4.792275125438291705e-01 4.689629880097330101e+02
4.834269965798592694e-01 4.599803362916152309e+02
4.876632808114267359e-01 4.511596700085585212e+02
4.919366877196704735e-01 4.424984722241335362e+02
4.962475426116397803e-01 4.339942522329778285e+02
5.005961736450598165e-01 4.256445456942889791e+02
5.049829118533080141e-01 4.174469147489235183e+02
5.094080911706194703e-01 4.093989481205376251e+02
5.138720484575041159e-01 4.014982612013016023e+02
5.183751235263871493e-01 3.937424961225717084e+02
5.229176591674823404e-01 3.861293218110627095e+02
5.275000011748838258e-01 3.786564340309117824e+02
5.321224983728860547e-01 3.713215554121135824e+02
5.367855026425429887e-01 3.641224354657532558e+02
5.414893689484524542e-01 3.570568505864800386e+02
5.462344553657741963e-01 3.501226037631423651e+02
5.510211231074930716e-01 3.433174764829328751e+02
5.558497365519126099e-01 3.366391793433303405e+02
5.607206632703943816e-01 3.300854483974568438e+02
5.656342740553353954e-01 3.236540583882919009e+02
5.705909429483992934e-01 3.173428221150389845e+02
5.755910472689876878e-01 3.111495898094601102e+02
5.806349676429590767e-01 3.050722485220409226e+02
5.857230880316105504e-01 2.991087215178279735e+02
5.908557957609024136e-01 2.932569676817967661e+02
5.960334815509401585e-01 2.875149809335950408e+02
6.012565395457234452e-01 2.818807896515355083e+02
6.065253673431467707e-01 2.763524561056738094e+02
6.118403660252631493e-01 2.709280758998567649e+02
6.172019401888216850e-01 2.656057774225829462e+02
6.226104979760631597e-01 2.603837213065621654e+02
6.280664511057911792e-01 2.552600998968168540e+02
6.335702149047093279e-01 2.502331367272212503e+02
6.391222083390442066e-01 2.453010860053217925e+02
6.447228540464349233e-01 2.404622321053332996e+02
6.503725783681026940e-01 2.357148890691788665e+02
6.560718113813123198e-01 2.310574001154469954e+02
6.618209869321071137e-01 2.264881371561471326e+02
6.676205426683323729e-01 2.220055003211493840e+02
6.734709200729570577e-01 2.176079174901756801e+02
6.793725644976774669e-01 2.132938448045923963e+02
6.853259251968157884e-01 2.090617794817594586e+02
6.913314553615260705e-01 2.049102547492616111e+02
6.973896121542876303e-01 2.008378280464446561e+02
7.035008567437086580e-01 1.968430803926065948e+02
7.096656543396271388e-01 1.929246160561619661e+02
7.158844742285310758e-01 1.890810622271274326e+02
7.221577898092795822e-01 1.853110686929670408e+02
7.284860786291349477e-01 1.816133075177615410e+02
7.348698224201237750e-01 1.779864727247154406e+02
7.413095071357030941e-01 1.744292799819926927e+02
7.478056229877503291e-01 1.709404662918792894e+02
7.543586644838867761e-01 1.675187896832524928e+02
7.609691304651169386e-01 1.641630289073716256e+02
7.676375241438034847e-01 1.608719831369672022e+02
7.743643531419699411e-01 1.576444716686230834e+02
7.811501295299490000e-01 1.544793336284353416e+02
7.879953698653603400e-01 1.513754276809610815e+02
7.949005952324283975e-01 1.483316317414144692e+02
8.018663312816571853e-01 1.453468426911199458e+02
8.088931082698407327e-01 1.424199760962025039e+02
8.159814611004235774e-01 1.395499659295078061e+02
